Player,C,GP,SFrac,G,A,P,+/-,ESG,ESA,ESP,PPG,PPA,PPP,SHG,SHA,SHP,TGF,PGF,TGA,PGA,SHGF,SHGA,ESGF,ESGA,$ESG,$ESA,$ESP,$ESP/S,$ESGF,$ESGA,R-ON,R-OFF,XEV+/-,EV+/-,AEV+/-,EV%,TmEV+,EVCalc,TmEVR,$PPG,$PPA,$PPP,$PPP/S,PP%,TmPP+,PPCalc,TmPPR,$SHG,$SHA,$SHP,$SHP/S,SH%,TmSH+,SHCalc,TmSHR,Column1
"SACHARUK, LARRY",D,151,1.9,29,33,62,-25,13,19,32,16,14,30,0,0,0,144,59,117,7,1,7,84,103,12,17,29,15,76,93,0.82,1.15,8,-17,-24,24%,1.08,0.5,0,16,15,31,16,55%,0.96,1.0,0.0,0,0,0,0,5%,1.17,0.1,0.0,92.99
"THIBAUDEAU, GILLES",C,119,1.5,25,37,62,17,19,29,48,6,8,14,0,0,0,108,28,66,3,1,5,79,58,17,26,43,29,71,52,1.37,1.03,1,19,18,23%,1.06,0.3,0,5,7,11,8,25%,0.93,0.4,0.0,0,0,0,0,2%,1.11,0.0,0.0,51.69
"HAGELIN, CARL",L,112,1.8,24,38,62,31,21,38,59,1,0,1,2,0,2,90,2,66,9,3,0,85,57,30,52,81,46,117,80,1.46,1.15,9,37,28,33%,1.23,0.6,0,2,0,2,1,5%,0.80,0.1,0.0,3,3,7,4,18%,0.93,0.3,0.0,79.99
"HENRY, CAMILLE",C,104,1.4,26,36,62,20,17,27,44,9,9,18,0,0,0,101,31,50,0,0,5,70,45,18,29,47,34,75,49,1.54,1.37,13,26,14,29%,1.42,0.4,0,12,13,25,18,55%,0.93,0.8,-0.1,0,0,0,0,0%,#DIV/0!,0.0,0.0,49.00
"LYLE, GEORGE",L,99,1.2,24,38,62,-2,19,31,50,4,7,11,1,0,1,97,23,80,3,1,3,73,74,15,25,40,32,58,59,0.99,0.73,-12,-1,11,26%,0.75,0.3,0,3,6,10,8,31%,0.87,0.4,-0.1,1,1,2,2,3%,1.21,0.0,0.0,59.04
"MURPHY, RON",R,92,1.2,18,44,62,22,13,39,52,5,5,10,0,0,0,89,17,53,3,0,1,72,49,14,41,54,45,75,52,1.45,1.35,12,23,11,26%,1.40,0.3,0,6,6,13,11,23%,1.38,0.3,0.1,0,0,0,0,3%,1.09,0.0,0.0,51.56
"FORBES, COLIN",L,311,3.8,33,28,61,-20,29,27,56,2,0,2,2,1,3,92,2,148,36,5,0,85,112,34,32,66,17,100,131,0.76,1.07,5,-31,-36,16%,1.06,0.6,0,2,0,2,1,1%,1.25,0.0,0.0,3,3,5,1,17%,1.06,0.7,0.0,130.74
"EVANS, CHRIS",D,241,3.1,19,42,61,-28,14,29,43,2,9,11,3,4,7,150,32,245,99,11,4,107,142,13,28,41,13,103,137,0.75,0.72,-25,-35,-9,21%,0.76,0.7,0,2,10,12,4,20%,0.94,0.6,0.0,4,4,9,3,58%,1.07,1.8,0.1,137.34
"HOSSA, MARCEL",L,237,2.9,31,30,61,-6,23,26,49,8,3,11,0,1,1,99,22,105,23,3,2,74,80,27,31,58,20,88,94,0.93,1.10,6,-6,-12,18%,1.08,0.5,0,7,3,10,3,11%,1.04,0.3,0.0,0,0,0,0,13%,0.94,0.4,0.0,94.06
"MILLER, PERRY",D,217,2.7,10,51,61,-40,6,37,43,3,14,17,1,0,1,208,32,276,60,9,4,167,212,5,32,37,14,143,181,0.79,0.82,-21,-38,-18,35%,0.82,1.0,0,2,12,15,5,17%,0.98,0.5,0.0,1,1,3,1,35%,0.96,0.9,0.0,180.81
"DEMERS, JASON",D,205,2.7,11,50,61,12,6,33,39,5,17,22,0,0,0,161,44,124,19,2,5,115,100,7,37,45,17,130,117,1.11,1.10,8,13,5,27%,1.12,0.7,0,6,19,25,9,26%,1.23,0.7,0.1,0,0,0,0,14%,1.06,0.4,0.0,116.50
"WILSON, RYAN",D,199,2.5,7,54,61,20,6,49,55,1,5,6,0,0,0,153,14,166,47,5,2,134,117,7,56,62,25,152,131,1.16,0.85,-14,21,36,30%,0.91,0.8,0,1,7,9,3,12%,1.02,0.3,0.0,0,0,0,0,32%,1.18,0.8,0.1,131.14
"CHISTOV, STANISLAV",L,196,2.4,19,42,61,-20,13,25,38,6,17,23,0,0,0,101,35,85,0,0,4,66,81,15,30,45,19,79,97,0.81,0.83,-11,-19,-8,21%,0.83,0.5,0,6,19,25,11,25%,1.06,0.6,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,97.35
"McELMURY, JIM",D,180,2.3,14,47,61,-74,11,24,35,3,23,26,0,0,0,170,54,238,48,5,8,111,182,10,21,31,14,99,162,0.61,0.56,-49,-63,-14,33%,0.56,0.7,0,3,23,26,11,49%,0.78,1.1,-0.3,0,0,0,0,35%,1.24,0.8,0.2,162.12
"PRIESTLAY, KEN",C,168,2.1,27,34,61,-5,21,22,43,5,12,17,1,0,1,112,40,104,27,3,6,69,71,18,20,38,18,61,64,0.97,1.03,1,-2,-4,17%,1.03,0.3,0,4,9,13,6,25%,0.92,0.5,0.0,1,1,2,1,16%,1.02,0.3,0.0,63.68
"AHERN, FRED",R,146,1.8,31,30,61,-47,24,20,44,7,10,17,0,0,0,84,20,113,2,0,3,64,108,21,18,39,21,57,96,0.59,0.78,-12,-39,-27,23%,0.77,0.4,0,6,9,15,8,18%,0.86,0.3,-0.1,0,0,0,0,2%,1.08,0.0,0.0,95.69
"RILEY, BILL",R,139,1.7,31,30,61,-18,19,23,42,12,7,19,0,0,0,98,31,85,0,0,11,67,74,17,20,37,21,59,64,0.91,0.69,-15,-6,9,20%,0.71,0.3,0,12,7,19,11,47%,0.44,0.8,-0.7,0,0,0,0,0%,#DIV/0!,0.0,0.0,64.32
"JARVI, IIRO",R,116,1.5,18,43,61,-24,16,34,50,2,8,10,0,1,1,89,14,102,2,1,2,74,98,14,30,44,30,65,86,0.76,0.61,-24,-21,3,27%,0.64,0.4,0,2,6,7,5,12%,0.98,0.2,0.0,0,0,0,0,2%,1.01,0.0,0.0,86.18
"PUSHOR, JAMIE",D,521,6.4,14,46,60,-52,13,44,57,0,0,0,1,2,3,267,6,446,133,13,1,248,312,15,50,65,10,285,362,0.79,0.89,-24,-77,-53,29%,0.88,1.9,0,0,0,0,0,2%,1.05,0.1,0.0,1,1,2,0,35%,1.06,2.2,0.1,361.56
"CUMMINS, JIM",R,511,6.5,24,36,60,-44,24,35,59,0,1,1,0,0,0,100,2,143,1,0,0,98,142,29,40,68,10,115,170,0.67,1.05,5,-56,-60,13%,1.02,0.9,0,0,1,1,0,1%,1.01,0.0,0.0,0,0,0,0,0%,0.79,0.0,0.0,170.46
"BROWN, LARRY",D,455,5.8,7,53,60,-30,6,47,53,1,3,4,0,3,3,342,14,459,101,15,2,313,356,5,43,48,8,287,325,0.88,1.17,31,-38,-70,32%,1.10,1.8,0,1,3,5,1,5%,1.04,0.3,0.0,0,0,0,0,36%,0.86,2.1,-0.3,325.06
"FISCHER, JIRI",D,305,3.7,11,49,60,29,9,44,53,1,3,4,1,2,3,201,6,209,42,10,0,185,167,11,52,63,17,219,197,1.11,1.32,37,22,-16,30%,1.25,1.1,0,1,3,4,1,2%,1.36,0.1,0.0,1,1,2,1,23%,0.75,0.8,-0.2,197.22
"ABDELKADER, JUSTIN",L,257,3.5,28,32,60,14,28,31,59,0,0,0,0,1,1,106,4,122,34,2,1,100,87,38,36,74,21,125,108,1.16,1.11,8,17,9,19%,1.13,0.7,0,0,0,0,0,2%,0.98,0.1,0.0,0,0,0,0,21%,1.07,0.8,0.1,107.98
"KREPS, KAMIL",C,232,2.8,18,42,60,4,15,38,53,2,3,5,1,1,2,90,10,130,53,6,1,74,76,17,43,60,21,84,85,0.99,0.98,-1,-1,0,17%,0.98,0.5,0,2,3,5,2,6%,1.02,0.2,0.0,1,1,3,1,32%,1.03,0.9,0.0,85.37
"WHITE, PETER",L,220,2.8,23,37,60,-19,18,31,49,5,4,9,0,2,2,86,10,133,38,6,1,70,94,20,37,57,21,81,106,0.76,1.08,5,-25,-30,19%,1.04,0.5,0,6,4,10,4,7%,0.96,0.2,0.0,0,0,0,0,23%,1.05,0.6,0.0,105.83
"ATCHEYNUM, BLAIR",R,196,2.4,27,33,60,-21,24,30,54,2,0,2,1,3,4,80,8,137,43,8,2,64,92,28,35,63,26,76,107,0.71,1.05,3,-31,-34,19%,1.00,0.5,0,2,0,2,1,8%,0.68,0.2,-0.1,1,1,2,1,30%,1.01,0.7,0.0,106.62
"HAMONIC, TRAVIS",D,183,2.6,10,50,60,2,7,38,45,3,10,13,0,2,2,185,25,212,54,7,2,153,156,9,44,54,20,195,205,0.95,0.79,-30,-10,20,39%,0.83,1.0,0,5,15,19,7,22%,1.07,0.6,0.0,0,0,0,0,53%,1.05,1.4,0.1,205.08
"MCDONAGH, RYAN",D,169,2.5,12,48,60,54,12,42,54,0,3,3,0,3,3,168,6,150,42,9,1,153,107,16,55,71,29,197,141,1.40,1.12,13,57,44,41%,1.21,1.0,0,0,5,5,2,6%,0.91,0.2,0.0,0,0,0,0,52%,0.83,1.3,-0.2,140.61
"STUART, MARK",D,428,5.6,19,40,59,30,18,38,56,0,2,2,1,0,1,239,2,309,101,9,0,228,208,22,44,65,12,271,245,1.10,1.04,7,26,19,26%,1.05,1.4,0,0,2,2,0,1%,1.12,0.0,0.0,2,2,3,1,34%,1.12,1.9,0.2,245.28
"DWYER, PATRICK",R,270,3.7,29,30,59,-18,24,27,51,1,2,3,4,1,5,103,6,180,65,10,1,87,114,31,35,66,18,112,147,0.76,0.90,-9,-35,-26,18%,0.88,0.7,0,2,2,4,1,4%,0.86,0.2,0.0,8,8,16,4,36%,1.08,1.3,0.1,147.42
"BUTLER, CHRIS",D,267,3.6,8,51,59,-15,7,35,42,0,16,16,1,0,1,208,39,227,43,5,4,164,180,8,43,51,14,196,222,0.88,0.94,-9,-26,-17,31%,0.92,1.1,0,0,18,18,5,21%,1.03,0.8,0.0,3,3,7,2,29%,0.90,1.1,-0.1,221.99
"MAGUIRE, KEVIN",R,260,3.3,29,30,59,-16,28,30,58,1,0,1,0,0,0,97,4,110,1,0,0,93,109,25,27,52,16,83,98,0.85,0.93,-4,-14,-10,16%,0.93,0.5,0,1,0,1,0,2%,0.97,0.1,0.0,0,0,0,0,0%,1.08,0.0,0.0,97.68
"PRONGER, SEAN",C,260,3.2,23,36,59,-40,20,28,48,3,7,10,0,1,1,97,15,149,27,4,3,78,119,23,32,55,17,89,139,0.64,0.85,-12,-50,-37,19%,0.81,0.6,0,3,7,10,3,10%,0.79,0.3,-0.1,0,0,0,0,14%,0.97,0.5,0.0,139.24
"VAUTOUR, YVON",R,204,2.6,26,33,59,-69,22,29,51,4,4,8,0,0,0,91,13,152,5,0,2,78,145,18,23,41,16,62,116,0.54,0.70,-20,-54,-33,20%,0.69,0.5,0,3,3,6,2,8%,0.79,0.2,0.0,0,0,0,0,3%,1.15,0.1,0.0,115.90
"KROG, JASON",C,202,2.5,22,37,59,5,18,30,48,3,6,9,1,1,2,97,26,78,11,3,3,68,64,21,36,57,23,82,77,1.06,0.87,-7,5,12,19%,0.88,0.5,0,3,7,10,4,20%,0.97,0.5,0.0,1,1,3,1,9%,0.84,0.2,0.0,76.96
"SANIPASS, EVERETT",L,164,2.1,25,34,59,-32,22,25,47,3,8,11,0,1,1,87,17,105,2,1,3,69,100,20,22,42,21,62,90,0.68,0.83,-9,-29,-19,20%,0.81,0.4,0,2,6,8,4,11%,0.90,0.2,0.0,0,0,0,0,1%,1.01,0.0,0.0,90.33
"SUROVY, TOMAS",L,126,1.5,27,32,59,-21,20,24,44,7,8,15,0,0,0,88,26,84,1,0,5,62,78,24,29,53,35,75,94,0.80,0.63,-25,-19,6,29%,0.66,0.4,0,6,6,13,8,22%,1.01,0.3,0.0,0,0,0,0,1%,1.21,0.0,0.0,93.89
"HELMINEN, RAIMO",C,117,1.5,13,46,59,-27,7,22,29,6,24,30,0,0,0,95,47,81,6,0,4,48,71,6,18,24,16,39,59,0.66,0.99,0,-20,-20,20%,0.97,0.3,0,5,18,23,16,42%,1.02,0.6,0.0,0,0,0,0,4%,1.27,0.1,0.0,59.26
"WATSON, BILL",R,115,1.4,23,36,59,10,21,26,47,2,10,12,0,0,0,98,19,69,0,0,3,79,66,18,22,39,27,66,56,1.19,0.95,-2,11,13,22%,1.00,0.3,0,2,8,10,7,20%,0.93,0.3,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,55.54
"HACHBORN, LEN",C,102,1.3,20,39,59,15,18,34,52,2,5,7,0,0,0,79,13,52,1,0,2,66,49,14,27,41,32,52,39,1.34,1.28,7,13,6,20%,1.30,0.3,0,2,4,6,5,16%,0.90,0.2,0.0,0,0,0,0,1%,1.01,0.0,0.0,38.63
"RITCHIE, BYRON",C,324,4.0,25,33,58,-35,22,26,48,2,5,7,1,2,3,90,9,157,43,7,1,74,113,26,31,57,14,88,133,0.66,0.97,-2,-45,-43,17%,0.94,0.7,0,2,5,7,2,4%,0.97,0.2,0.0,1,1,2,1,16%,0.97,0.6,0.0,133.07
"MOTTAU, MIKE",D,313,3.8,7,51,58,-13,6,39,45,1,11,12,0,1,1,211,31,241,48,7,4,173,189,7,44,50,13,193,212,0.91,1.08,10,-18,-28,31%,1.07,1.2,0,1,12,13,3,16%,0.92,0.6,0.0,0,0,0,0,25%,0.95,1.0,0.0,211.50
"CARTER, RYAN",C,298,4.0,24,34,58,-15,23,29,52,0,1,1,1,4,5,83,2,121,24,7,0,74,97,29,37,66,17,93,122,0.77,0.95,-3,-29,-25,16%,0.93,0.7,0,0,1,1,0,1%,0.97,0.0,0.0,3,3,6,2,13%,0.81,0.5,-0.1,122.09
"KLEINENDORST, SCOT",D,281,3.5,12,46,58,-13,11,40,51,1,5,6,0,1,1,214,7,321,101,14,1,193,219,9,33,43,12,160,183,0.88,1.01,1,-22,-23,29%,0.99,1.0,0,1,4,5,1,3%,1.02,0.1,0.0,0,0,0,0,41%,0.93,1.4,-0.1,182.68
"HENDRICKS, MATT",C,263,3.6,27,31,58,-12,25,28,53,1,1,2,1,2,3,83,4,131,39,6,0,73,92,31,33,64,18,88,113,0.78,1.18,11,-25,-36,16%,1.11,0.6,0,1,1,3,1,2%,1.00,0.1,0.0,2,2,3,1,24%,1.02,0.9,0.0,113.17
"CHIPCHURA, KYLE",C,262,3.6,18,40,58,-15,17,38,55,0,0,0,1,2,3,80,1,126,32,4,0,75,94,23,49,71,20,96,117,0.82,1.04,3,-21,-23,17%,1.03,0.6,0,0,0,0,0,0%,1.50,0.0,0.0,2,2,3,1,15%,1.03,0.5,0.0,117.03
"ANDERSON, RON C",R,251,3.3,28,30,58,-26,26,28,54,1,2,3,1,0,1,102,5,163,40,3,1,94,122,27,29,56,17,99,126,0.79,0.81,-15,-27,-12,19%,0.83,0.6,0,1,3,4,1,3%,0.95,0.1,0.0,1,1,3,1,22%,1.16,0.7,0.1,126.21
"GASSOFF, BOB",D,245,3.1,11,47,58,-15,10,44,54,1,2,3,0,1,1,230,6,292,53,8,1,216,238,9,39,48,16,193,214,0.90,0.93,-9,-21,-12,38%,0.94,1.2,0,1,2,3,1,4%,0.92,0.1,0.0,0,0,0,0,24%,1.07,0.8,0.1,213.85
"CHUBAROV, ARTEM",C,228,2.8,25,33,58,-3,22,29,51,2,0,2,1,4,5,87,7,122,37,6,1,74,84,27,34,61,22,87,99,0.88,1.25,13,-12,-25,18%,1.20,0.5,0,2,0,2,1,4%,1.07,0.1,0.0,1,1,2,1,23%,0.96,0.7,0.0,99.20
"BURMISTROV, ALEXANDER",C,194,2.7,23,35,58,-8,21,32,53,1,2,3,1,1,2,101,12,124,27,2,2,87,95,26,39,65,24,107,116,0.92,0.92,-6,-9,-3,21%,0.93,0.6,0,1,3,4,2,11%,0.93,0.3,0.0,2,2,3,1,20%,1.25,0.5,0.1,115.98
"PAAJARVI, MAGNUS",L,163,2.4,26,32,58,-21,20,24,44,5,8,13,1,0,1,90,22,93,4,1,1,67,88,26,31,58,25,88,112,0.78,0.79,-15,-24,-9,24%,0.80,0.6,0,7,9,16,7,22%,0.99,0.5,0.0,3,3,6,3,5%,0.90,0.1,0.0,111.92
"PIRUS, ALEX",R,159,2.0,30,28,58,-53,28,25,53,2,3,5,0,0,0,83,8,128,0,0,2,75,126,25,22,46,23,66,111,0.59,0.72,-19,-45,-27,24%,0.70,0.5,0,2,3,4,2,7%,0.75,0.1,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,110.78
"PILOTE, PIERRE",D,143,1.9,4,54,58,-3,3,37,40,1,15,16,0,2,2,165,35,161,28,7,5,123,128,3,40,44,23,134,140,0.96,0.99,-1,-6,-5,38%,0.98,0.7,0,1,22,23,12,46%,0.92,0.9,-0.1,0,0,0,0,36%,0.84,0.7,-0.1,139.64
"DAGENAIS, PIERRE",L,142,1.7,35,23,58,0,25,13,38,10,10,20,0,0,0,89,31,58,0,0,3,58,55,30,16,46,26,70,65,1.08,0.98,-1,5,6,23%,1.01,0.4,0,11,10,21,12,30%,1.08,0.5,0.0,0,0,0,0,0%,#DIV/0!,0.0,0.0,64.95
"ROBINSON, DOUG",L,126,1.6,26,32,58,-8,22,30,52,4,2,6,0,0,0,92,10,90,0,0,2,82,88,23,31,54,33,85,91,0.94,0.82,-11,-6,6,27%,0.84,0.5,0,5,3,8,5,17%,0.75,0.3,-0.1,0,0,0,0,0%,#DIV/0!,0.0,0.0,90.95
"TOOKEY, TIM",C,106,1.3,22,36,58,-20,11,25,36,11,11,22,0,0,0,73,30,70,7,1,5,42,58,9,20,29,22,35,47,0.73,0.92,-2,-13,-11,16%,0.90,0.2,0,7,7,15,11,29%,0.85,0.4,-0.1,0,0,0,0,6%,1.21,0.1,0.0,47.40
"BROWN, SEAN",D,436,5.3,14,43,57,-9,11,38,49,3,5,8,0,0,0,208,17,216,16,2,2,189,198,13,45,57,11,220,231,0.95,1.10,14,-11,-25,24%,1.09,1.3,0,3,4,8,1,5%,1.01,0.3,0.0,0,0,0,0,5%,0.99,0.3,0.0,231.01
"JENNINGS, GRANT",D,389,5.1,14,43,57,-6,11,42,53,0,0,0,3,1,4,223,1,327,99,13,0,209,228,10,43,53,11,208,231,0.90,1.09,12,-23,-35,23%,1.06,1.2,0,0,0,0,0,0%,0.92,0.0,0.0,3,3,5,1,28%,0.99,1.4,0.0,230.77
"BURISH, ADAM",R,343,4.6,26,31,57,-11,24,29,53,0,2,2,2,0,2,107,6,184,74,13,1,88,109,27,34,60,13,100,132,0.76,1.09,6,-31,-38,14%,1.05,0.7,0,0,3,3,1,4%,0.83,0.2,0.0,5,5,9,2,31%,0.92,1.4,-0.1,131.52
"WILSON, MIKE",D,336,4.1,16,41,57,43,15,34,49,1,6,7,0,1,1,247,15,286,97,17,2,215,187,17,37,54,13,237,207,1.15,1.08,11,30,19,31%,1.12,1.3,0,1,7,7,2,6%,1.03,0.3,0.0,0,0,0,0,39%,0.94,1.6,-0.1,206.63
"PAVESE, JIM",D,328,4.1,13,44,57,-61,12,41,53,1,2,3,0,1,1,243,7,360,63,8,1,228,296,10,34,44,11,186,242,0.77,1.02,3,-56,-59,29%,0.97,1.2,0,1,2,2,1,2%,0.97,0.1,0.0,0,0,0,0,21%,0.97,0.9,0.0,242.19
"JOHANSEN, TREVOR",D,286,3.6,11,46,57,-71,10,44,54,1,0,1,0,2,2,244,5,390,80,7,1,232,309,8,37,45,13,194,256,0.76,0.95,-7,-62,-55,36%,0.91,1.3,0,1,0,1,0,2%,0.97,0.1,0.0,0,0,0,0,33%,1.07,1.2,0.1,256.39
"ERICSSON, JONATHAN",D,277,3.8,13,44,57,11,10,44,54,2,0,2,1,0,1,193,3,237,58,6,0,184,179,13,55,69,18,225,216,1.04,1.10,14,8,-6,33%,1.10,1.3,0,2,0,2,1,1%,1.31,0.0,0.0,2,2,4,1,36%,0.98,1.4,0.0,216.43
"BLOMQVIST, TIMO",D,243,3.0,4,53,57,23,3,41,44,1,12,13,0,0,0,245,29,235,42,5,4,211,189,2,32,34,11,166,148,1.12,1.07,7,18,11,31%,1.11,0.9,0,1,8,9,3,12%,0.92,0.4,0.0,0,0,0,0,24%,0.85,0.7,-0.1,148.11
"LAWSON, DANNY",R,219,2.8,28,29,57,-32,27,27,54,0,2,2,1,0,1,81,6,148,41,1,1,74,106,28,28,57,20,77,110,0.70,0.80,-14,-33,-20,18%,0.78,0.5,0,0,3,3,1,4%,1.03,0.1,0.0,1,1,3,1,26%,1.17,0.7,0.1,110.41
"FINGER, JEFF",D,199,2.4,17,40,57,4,15,37,52,1,3,4,1,0,1,160,12,204,57,4,1,144,146,17,42,59,24,165,165,1.00,0.97,-4,0,3,34%,0.98,0.8,0,1,3,4,2,9%,0.88,0.2,0.0,1,1,3,1,35%,1.30,0.8,0.2,165.07
"HUGHES, HOWIE",R,168,2.2,25,32,57,-8,18,26,44,6,6,12,1,0,1,89,14,126,43,4,3,71,80,19,28,47,21,76,86,0.89,0.79,-13,-10,3,20%,0.81,0.4,0,9,8,17,7,19%,0.67,0.4,-0.2,2,2,3,1,34%,1.24,0.8,0.2,86.12
"BIALOWAS, DWIGHT",D,164,2.1,11,46,57,-20,1,25,26,10,21,31,0,0,0,155,47,148,20,1,12,107,116,1,22,23,11,96,105,0.92,0.72,-22,-9,13,29%,0.77,0.6,0,9,20,29,14,45%,0.68,0.9,-0.4,0,0,0,0,14%,1.29,0.3,0.1,104.80
"TAYLOR, TED",L,156,2.0,23,34,57,-36,20,32,52,2,2,4,1,0,1,85,5,137,21,1,1,79,115,20,32,53,26,80,117,0.68,0.77,-16,-37,-21,26%,0.75,0.5,0,2,2,4,2,5%,0.95,0.1,0.0,1,1,2,1,15%,1.31,0.3,0.1,117.08
"BARBER, DON",L,115,1.4,25,32,57,-6,18,23,41,7,9,16,0,0,0,99,35,73,3,1,6,63,64,16,20,36,25,56,58,0.98,0.83,-7,-1,6,23%,0.86,0.3,0,5,7,12,8,31%,0.96,0.4,0.0,0,0,0,0,3%,0.91,0.0,0.0,57.59
"POWE, DARROLL",C,328,4.4,28,28,56,-35,26,27,53,0,0,0,2,1,3,102,0,204,67,12,0,90,137,29,30,58,13,102,155,0.66,1.08,7,-53,-59,17%,0.99,0.7,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,3,3,5,1,31%,0.93,1.3,-0.1,155.27
"FRASER, COLIN",C,325,4.3,20,36,56,-2,18,34,52,0,1,1,2,1,3,87,1,161,73,13,0,73,88,21,41,62,15,87,106,0.81,1.12,7,-20,-27,13%,1.08,0.6,0,0,1,1,0,0%,1.06,0.0,0.0,3,3,5,1,31%,0.89,1.3,-0.2,106.33
"HJALMARSSON, NIKLAS",D,306,4.1,9,47,56,48,9,44,53,0,0,0,0,3,3,209,0,239,78,15,0,194,161,11,54,65,16,241,195,1.23,1.26,32,46,13,28%,1.25,1.1,0,0,0,0,0,0%,#DIV/0!,0.0,0.0,0,0,0,0,46%,0.85,1.9,-0.3,195.47
"PATERSON, JOE",L,291,3.6,19,37,56,-42,17,32,49,2,5,7,0,0,0,100,12,133,3,0,3,88,127,14,26,40,11,72,106,0.68,0.85,-10,-34,-24,13%,0.84,0.5,0,1,3,5,1,5%,0.71,0.2,-0.1,0,0,0,0,1%,1.20,0.0,0.0,106.30
"BELESKEY, MATT",L,209,2.9,26,30,56,-20,24,28,52,2,1,3,0,1,1,91,7,112,8,2,1,82,103,31,34,65,22,102,123,0.83,1.06,4,-21,-26,22%,1.02,0.6,0,5,1,6,2,6%,1.12,0.2,0.0,0,0,0,0,5%,1.05,0.2,0.0,123.07
"WESTCOTT, DUVIE",D,201,2.5,11,45,56,-42,6,21,27,4,23,27,1,1,2,167,62,206,60,6,9,99,137,7,25,32,13,117,163,0.72,0.73,-29,-46,-17,32%,0.75,0.8,0,3,18,22,9,41%,0.82,1.0,-0.2,1,1,2,1,30%,1.03,0.7,0.0,163.33
"DARBY, CRAIG",C,196,2.5,21,35,56,-38,18,32,50,0,3,3,3,0,3,71,4,143,37,5,0,62,106,21,37,58,23,72,126,0.57,0.94,-4,-54,-50,23%,0.87,0.6,0,0,3,3,1,2%,1.08,0.1,0.0,4,4,7,3,29%,0.95,0.7,0.0,125.77
"JOHNSTON, GREG",R,187,2.3,26,30,56,-7,25,28,53,0,1,1,1,1,2,102,6,153,50,9,0,87,103,22,24,46,20,75,88,0.86,1.10,5,-13,-18,20%,1.06,0.5,0,0,1,1,0,4%,1.04,0.1,0.0,1,1,2,1,33%,0.85,0.8,-0.1,87.79
"WEINHANDL, MATTIAS",R,182,2.2,19,37,56,1,14,25,39,5,11,16,0,1,1,93,31,67,6,1,3,61,58,17,30,47,21,73,69,1.06,1.00,0,4,4,17%,1.01,0.4,0,5,11,16,7,24%,1.01,0.5,0.0,0,0,0,0,4%,0.98,0.1,0.0,69.39
"YIP, BRANDON",R,172,2.4,29,27,56,-19,21,24,45,7,3,10,1,0,1,86,17,97,9,1,3,68,85,25,30,55,23,82,103,0.80,0.93,-4,-21,-17,21%,0.90,0.5,0,8,4,12,5,15%,0.95,0.3,0.0,1,1,3,1,7%,1.36,0.2,0.0,102.89
"RENAUD, MARK",D,152,1.9,6,50,56,-59,5,44,49,1,6,7,0,0,0,148,23,223,39,3,3,122,181,4,34,38,20,95,141,0.67,0.71,-26,-46,-19,32%,0.70,0.6,0,1,6,7,3,21%,0.87,0.4,-0.1,0,0,0,0,28%,1.16,0.5,0.1,140.64
"JONES, BRAD",L,148,1.9,25,31,56,11,23,28,51,0,0,0,2,3,5,81,1,104,33,7,0,73,71,21,26,47,25,68,65,1.04,1.03,1,2,1,19%,1.02,0.4,0,0,0,0,0,1%,0.96,0.0,0.0,2,2,4,2,25%,0.93,0.5,0.0,65.28
"TUTTLE, STEVE",R,144,1.8,28,28,56,-1,25,24,49,1,2,3,2,2,4,79,3,114,36,4,1,72,77,22,21,43,24,64,69,0.93,1.10,4,-5,-9,21%,1.07,0.4,0,1,2,3,1,2%,1.01,0.0,0.0,2,2,4,2,26%,1.11,0.5,0.0,68.52
"SCHMIDT, NORM",D,125,1.6,23,33,56,-1,19,26,45,4,6,10,0,1,1,149,35,141,26,3,6,111,109,15,21,36,23,89,88,1.01,0.83,-11,1,12,33%,0.87,0.5,0,3,4,7,4,26%,0.94,0.4,0.0,0,0,0,0,21%,1.06,0.3,0.0,87.68
"STRUDWICK, JASON",D,674,8.2,13,42,55,-82,13,40,53,0,0,0,0,2,2,254,2,452,118,12,0,240,334,15,46,61,7,275,383,0.72,0.96,-8,-108,-100,22%,0.92,1.8,0,0,0,0,0,1%,0.81,0.0,0.0,0,0,0,0,21%,1.14,1.7,0.2,383.07
"ALBERTS, ANDREW",D,449,5.7,8,47,55,1,7,44,51,0,1,1,1,2,3,242,5,351,113,15,1,222,237,8,50,58,10,254,276,0.92,0.98,-3,-22,-19,26%,0.98,1.5,0,0,1,1,0,1%,1.01,0.1,0.0,1,1,2,0,31%,0.96,1.7,-0.1,276.02
"DEAN, KEVIN",D,331,4.2,7,48,55,15,4,39,43,2,6,8,1,3,4,210,14,249,68,12,2,184,179,4,45,49,12,216,207,1.04,1.06,8,9,1,28%,1.04,1.2,0,2,7,9,2,6%,1.03,0.2,0.0,1,1,2,1,30%,0.93,1.3,-0.1,206.74
"McCARTHY, STEVE",D,302,3.7,17,38,55,-34,11,22,33,6,16,22,0,0,0,192,57,183,17,2,9,133,157,13,26,39,11,156,186,0.84,0.92,-9,-30,-21,25%,0.91,0.9,0,5,14,19,5,24%,0.88,0.9,-0.1,0,0,0,0,6%,1.04,0.2,0.0,185.96
